telemetry.time,deviceId,telemetry.co2
2022-11-24T14:47:43.0000000,AMNO-02,1067
2022-11-24T14:46:29.0000000,AMNO-02,1080
2022-11-24T14:48:55.0000000,AMNO-02,1083
2022-11-24T14:59:24.0000000,AMNO-01,1076
2022-11-24T14:58:38.0000000,AMNO-04,1023
2022-11-24T14:45:17.0000000,AMNO-02,1056
2022-11-24T14:58:12.0000000,AMNO-01,1105
2022-11-24T14:53:25.0000000,AMNO-01,1087
2022-11-24T14:57:00.0000000,AMNO-01,1083
2022-11-24T14:54:37.0000000,AMNO-01,1075
2022-11-24T14:55:49.0000000,AMNO-01,1085
2022-11-24T14:52:13.0000000,AMNO-01,1062
2022-11-24T14:51:02.0000000,AMNO-01,1067
2022-11-24T14:49:50.0000000,AMNO-01,1082
2022-11-24T14:48:38.0000000,AMNO-01,1076
2022-11-24T14:46:14.0000000,AMNO-01,1056
2022-11-24T14:47:26.0000000,AMNO-01,1056
2022-11-24T14:45:03.0000000,AMNO-01,1045
2022-11-24T14:57:25.0000000,AMNO-04,1027
2022-11-24T14:56:12.0000000,AMNO-04,1040
2022-11-24T14:54:59.0000000,AMNO-04,1022
2022-11-24T14:53:47.0000000,AMNO-04,1015
2022-11-24T14:52:35.0000000,AMNO-04,1021
2022-11-24T14:49:53.0000000,DA00100001,1059
2022-11-24T14:51:22.0000000,AMNO-04,1016
2022-11-24T14:48:59.0000000,AMNO-04,1015
2022-11-24T14:47:45.0000000,AMNO-04,1036
2022-11-24T14:45:19.0000000,AMNO-04,1029
2022-11-24T14:46:32.0000000,AMNO-04,1054
2022-11-24T14:50:10.0000000,AMNO-04,1000
2022-11-24T14:58:52.0000000,DA00110045,785
2022-11-24T14:57:46.0000000,DA00110045,783
2022-11-24T14:57:58.0000000,DA00110041,851
2022-11-24T14:59:03.0000000,DA00110041,843
2022-11-24T14:58:42.0000000,DA00110044,824
2022-11-24T14:59:03.0000000,DA00110040,1166
2022-11-24T14:48:46.0000000,DA00100001,1067
2022-11-24T14:59:11.0000000,DA00110042,1485
2022-11-24T14:46:20.0000000,DA00100001,1081
2022-11-24T14:47:28.0000000,DA00100001,1061
2022-11-24T14:55:17.0000000,DA00110045,841
2022-11-24T14:54:11.0000000,DA00110045,810
2022-11-24T14:56:31.0000000,DA00110045,865
2022-11-24T14:54:54.0000000,DA00110043,773
2022-11-24T14:52:56.0000000,DA00110045,891
2022-11-24T14:51:51.0000000,DA00110045,917
2022-11-24T14:50:36.0000000,DA00110045,901
2022-11-24T14:57:26.0000000,DA00110044,815
2022-11-24T14:49:22.0000000,DA00110045,905
2022-11-24T14:55:05.0000000,DA00110044,837
