,,0,2023-01-19T11:27:26.805Z,st-3,202,true,70b3d52c0001f7a7,55,0,14.3
,,0,2023-01-19T11:57:26.655Z,st-3,202,true,70b3d52c0001f7a7,56,2,14.2
,,0,2023-01-19T12:27:26.546Z,st-3,202,true,70b3d52c0001f7a7,55,0,14.2
,,0,2023-01-19T12:57:26.411Z,st-3,202,true,70b3d52c0001f7a7,55.5,2,14.3
,,0,2023-01-19T13:27:26.286Z,st-3,202,true,70b3d52c0001f7a7,55.5,0,14.3
,,0,2023-01-19T13:57:26.17Z,st-3,202,true,70b3d52c0001f7a7,55.5,0,14.3
,,0,2023-01-19T14:27:26.054Z,st-3,202,true,70b3d52c0001f7a7,55.5,2,14.3
,,0,2023-01-19T14:49:33.48Z,st-3,202,false,70b3d52c0001f7a7,55.5,62,14.3
,,0,2023-01-19T14:53:24.391Z,st-3,202,true,70b3d52c0001f7a7,54,50,14.3
,,0,2023-01-19T14:57:25.923Z,st-3,202,true,70b3d52c0001f7a7,57.5,60,14.3
,,0,2023-01-19T15:27:25.817Z,st-3,202,true,70b3d52c0001f7a7,54.5,55,12.7
,,0,2023-01-19T15:57:25.685Z,st-3,202,true,70b3d52c0001f7a7,55,55,14.1
,,0,2023-01-19T16:27:25.545Z,st-3,202,true,70b3d52c0001f7a7,56,55,14.5
,,0,2023-01-19T16:57:25.508Z,st-3,202,true,70b3d52c0001f7a7,56.5,55,14.7
,,0,2023-01-19T17:27:25.305Z,st-3,202,true,70b3d52c0001f7a7,56,55,14.9
,,0,2023-01-19T17:57:26.268Z,st-3,202,true,70b3d52c0001f7a7,56.5,0,15
,,0,2023-01-19T18:27:25.064Z,st-3,202,true,70b3d52c0001f7a7,56,0,14.8
,,0,2023-01-19T18:57:24.955Z,st-3,202,true,70b3d52c0001f7a7,56,0,14.8
,,0,2023-01-19T19:27:24.8Z,st-3,202,true,70b3d52c0001f7a7,55,0,14.7
,,0,2023-01-19T19:57:24.683Z,st-3,202,true,70b3d52c0001f7a7,55.5,0,14.6
,,0,2023-01-19T20:27:24.563Z,st-3,202,true,70b3d52c0001f7a7,56,0,14.6
,,0,2023-01-19T20:57:24.438Z,st-3,202,true,70b3d52c0001f7a7,56,0,14.6
,,0,2023-01-19T21:27:24.325Z,st-3,202,true,70b3d52c0001f7a7,55.5,0,14.5
,,0,2023-01-19T21:57:24.204Z,st-3,202,true,70b3d52c0001f7a7,54.5,0,14.6
