Time;Z21;Z22;Z23;Z24;Z25;Z26;Z27;
17.30;5;4;3;2;1;0;1;00.15
17.45;4;4;4;3;1;0;0;
18.00;2;4;4;3;1;0;0;
18.15;3;3;4;3;1;0;0;
18.30;4;3;3;3;1;0;0;
18.45;1;1;2;3;0;0;0;
19.00;0;0;0;0;0;0;0;
